GEOHASH,latitude,longitude,mean_daily_vehicle_count,mean_speed_kmh,peak_hour_vehicle_count,total_vehicle_count
sxk6d8,41.2234497070313,28.5919189453125,94.68,60.71,19,1799
sxk6db,41.2234497070313,28.6029052734375,2025.79,76.81,282,38490
sxk6dc,41.2289428710938,28.6029052734375,740.26,63.65,116,14065
sxk6dd,41.2344360351563,28.5919189453125,52.53,22.73,14,998
sxk6de,41.2399291992188,28.5919189453125,83.21,47.4,19,1581
sxk6df,41.2344360351563,28.6029052734375,175.58,36.07,46,3336
sxk6dh,41.2454223632813,28.5699462890625,119.74,67.41,19,2275
sxk6dj,41.2509155273438,28.5699462890625,193.05,69.56,27,3668
sxk6dm,41.2509155273438,28.5809326171875,217.21,75.73,34,4127
sxk6ds,41.2454223632813,28.5919189453125,91.63,50.11,24,1741
sxk6dt,41.2509155273438,28.5919189453125,277.95,77.98,41,5281
sxk6dw,41.2564086914063,28.5919189453125,215.21,83.27,34,4089
sxk6dx,41.2619018554688,28.5919189453125,45.74,85.19,13,869
sxk6dz,41.2619018554688,28.6029052734375,192.84,84.31,30,3664
sxk6e0,41.2234497070313,28.6138916015625,861.74,89.01,104,16373
sxk6e1,41.2289428710938,28.6138916015625,1618.79,93.27,233,30757
sxk6e4,41.2344360351563,28.6138916015625,1211.37,92.79,170,23016
sxk6e6,41.2344360351563,28.6248779296875,1096.32,93.68,145,20830
sxk6e7,41.2399291992188,28.6248779296875,1869.26,92.94,250,35516
sxk6ee,41.2399291992188,28.6358642578125,995.58,93.54,124,18916
sxk6es,41.2454223632813,28.6358642578125,1319.74,92.62,160,25075
sxk6eu,41.2454223632813,28.6468505859375,1769.16,92.63,230,33614
sxk6fb,41.2673950195313,28.6029052734375,228.16,82.27,35,4335
sxk6fc,41.2728881835938,28.6029052734375,133.53,76.98,26,2537
sxk6g1,41.2728881835938,28.6138916015625,246.37,76.38,43,4681
sxk6g4,41.2783813476563,28.6138916015625,226.11,79.12,35,4296
sxk6g5,41.2838745117188,28.6138916015625,172.0,83.18,27,3268
sxk6g6,41.2783813476563,28.6248779296875,74.05,74.01,12,1407
sxk6g7,41.2838745117188,28.6248779296875,264.74,82.39,48,5030
sxk6gd,41.2783813476563,28.6358642578125,281.0,78.42,48,5339
sxk6gf,41.2783813476563,28.6468505859375,320.32,80.81,50,6086
sxk6k1,41.1849975585938,28.6578369140625,1.33,63.75,1,8
sxk6k4,41.1904907226563,28.6578369140625,444.63,68.71,126,8448
sxk6k6,41.1904907226563,28.6688232421875,439.32,59.17,121,8347
sxk6k7,41.1959838867188,28.6688232421875,232.74,46.06,56,4422
sxk6k9,41.1849975585938,28.6798095703125,517.37,39.54,138,9830
sxk6kc,41.1849975585938,28.6907958984375,573.74,53.59,137,10901
sxk6kd,41.1904907226563,28.6798095703125,339.95,47.44,88,6459
sxk6m1,41.1849975585938,28.7017822265625,809.21,35.81,177,15375
sxk6m3,41.1849975585938,28.7127685546875,2155.0,44.14,375,40945
sxk6m9,41.1849975585938,28.7237548828125,2318.79,57.81,339,44057
sxk6mb,41.1795043945313,28.7347412109375,1780.05,72.77,254,33821
sxk6mc,41.1849975585938,28.7347412109375,1414.42,28.17,176,26874
sxk6me,41.1959838867188,28.7237548828125,692.68,29.61,86,13161
sxk6mf,41.1904907226563,28.7347412109375,788.53,30.45,93,14982
sxk6mg,41.1959838867188,28.7347412109375,617.21,37.05,77,11727
sxk6mq,41.2124633789063,28.7127685546875,770.32,46.4,88,14636
sxk6mr,41.2179565429688,28.7127685546875,877.63,56.75,133,16675
sxk6ms,41.2014770507813,28.7237548828125,629.26,41.0,79,11956
sxk6mt,41.2069702148438,28.7237548828125,844.21,47.62,100,16040
sxk6mu,41.2014770507813,28.7347412109375,395.95,33.31,58,7523
sxk6mw,41.2124633789063,28.7237548828125,420.89,55.15,56,7997
sxk6np,41.1740112304688,28.7457275390625,2103.37,59.12,288,39964
sxk6nq,41.1685180664063,28.7567138671875,1129.68,70.17,158,21464
sxk6nr,41.1740112304688,28.7567138671875,2330.42,52.66,321,44278
sxk6nt,41.1630249023438,28.7677001953125,1695.05,62.73,231,32206
sxk6nu,41.1575317382813,28.7786865234375,1811.58,68.28,262,34420
sxk6nv,41.1630249023438,28.7786865234375,2267.42,58.22,317,43081
sxk6nw,41.1685180664063,28.7677001953125,1484.11,72.83,200,28198
sxk6p2,41.1355590820313,28.8006591796875,3335.05,87.26,367,63366
sxk6p3,41.1410522460938,28.8006591796875,3740.95,70.4,465,71078
sxk6p4,41.1465454101563,28.7896728515625,2538.0,58.25,317,48222
sxk6p5,41.1520385742188,28.7896728515625,2734.0,50.07,339,51946
sxk6p6,41.1465454101563,28.8006591796875,1460.32,53.93,212,27746
sxk6p7,41.1520385742188,28.8006591796875,6.28,61.43,3,113
sxk6p8,41.1355590820313,28.8116455078125,3030.84,61.01,366,57586
sxk6p9,41.1410522460938,28.8116455078125,2799.37,83.61,281,53188
sxk6pb,41.1355590820313,28.8226318359375,3078.79,51.49,363,58497
sxk6pd,41.1465454101563,28.8116455078125,3270.32,84.81,331,62136
sxk6pe,41.1520385742188,28.8116455078125,3383.68,88.25,340,64290
sxk6ph,41.1575317382813,28.7896728515625,2362.63,61.73,322,44890
sxk6ps,41.1575317382813,28.8116455078125,3385.89,92.2,360,64332
sxk6pt,41.1630249023438,28.8116455078125,3220.47,92.87,322,61189
sxk6pw,41.1685180664063,28.8116455078125,3355.37,92.71,344,63752
sxk6px,41.1740112304688,28.8116455078125,3616.37,90.94,398,68711
sxk6q0,41.1795043945313,28.7457275390625,2086.63,46.59,256,39646
sxk6q1,41.1849975585938,28.7457275390625,1131.58,20.7,138,21500
sxk6q4,41.1904907226563,28.7457275390625,632.0,28.92,88,12008
sxk6q5,41.1959838867188,28.7457275390625,327.26,34.97,53,6218
sxk6q6,41.1904907226563,28.7567138671875,1.0,47.0,1,2
sxk6q7,41.1959838867188,28.7567138671875,725.63,33.4,104,13787
sxk6qe,41.1959838867188,28.7677001953125,633.37,24.45,91,12034
sxk6qh,41.2014770507813,28.7457275390625,168.74,33.64,24,3206
sxk6qs,41.2014770507813,28.7677001953125,265.11,37.94,45,5037
sxk6qt,41.2069702148438,28.7677001953125,137.0,42.62,22,2603
sxk6qv,41.2069702148438,28.7786865234375,217.32,38.15,42,4129
sxk6qy,41.2124633789063,28.7786865234375,249.05,45.31,49,4732
sxk6qz,41.2179565429688,28.7786865234375,216.37,70.97,41,4111
sxk6r8,41.1795043945313,28.8116455078125,3565.42,92.73,391,67743
sxk6r9,41.1849975585938,28.8116455078125,1.22,77.0,1,11
sxk6rb,41.1795043945313,28.8226318359375,210.11,96.27,30,3992
sxk6rc,41.1849975585938,28.8226318359375,3600.21,92.66,407,68404
sxk6rf,41.1904907226563,28.8226318359375,3658.95,87.61,408,69520
sxk6rg,41.1959838867188,28.8226318359375,2267.47,63.59,263,43082
sxk6ru,41.2014770507813,28.8226318359375,2451.05,77.7,278,46570
sxk6rv,41.2069702148438,28.8226318359375,3342.84,81.36,381,63514
sxk6ry,41.2124633789063,28.8226318359375,2230.74,82.05,272,42384
sxk6sg,41.2399291992188,28.6907958984375,964.16,78.42,144,18319
sxk6sh,41.2454223632813,28.6578369140625,2066.47,92.5,273,39263
sxk6sk,41.2454223632813,28.6688232421875,1419.16,89.39,192,26964
sxk6sr,41.2619018554688,28.6688232421875,175.53,67.72,29,3335
sxk6ss,41.2454223632813,28.6798095703125,1244.79,89.66,185,23651
sxk6st,41.2509155273438,28.6798095703125,719.16,73.81,92,13664
sxk6su,41.2454223632813,28.6907958984375,2196.53,83.7,261,41734
sxk6sv,41.2509155273438,28.6907958984375,1627.68,80.04,188,30926
sxk6sw,41.2564086914063,28.6798095703125,1019.89,74.1,145,19378
sxk6sx,41.2619018554688,28.6798095703125,317.0,80.29,51,6023
sxk6sy,41.2564086914063,28.6907958984375,1650.21,82.45,185,31354
sxk6sz,41.2619018554688,28.6907958984375,872.95,49.52,137,16586
sxk6t0,41.2234497070313,28.7017822265625,308.37,68.18,66,5859
sxk6t1,41.2289428710938,28.7017822265625,807.16,74.68,128,15336
sxk6t2,41.2234497070313,28.7127685546875,776.37,66.17,129,14751
sxk6t4,41.2344360351563,28.7017822265625,885.42,66.74,131,16823
sxk6t5,41.2399291992188,28.7017822265625,5.41,70.69,3,92
sxk6tg,41.2399291992188,28.7347412109375,2.5,84.9,2,40
sxk6th,41.2454223632813,28.7017822265625,2530.11,86.0,275,48072
sxk6tj,41.2509155273438,28.7017822265625,208.74,78.3,29,3966
sxk6tk,41.2454223632813,28.7127685546875,2680.79,78.45,275,50935
sxk6ts,41.2454223632813,28.7237548828125,2801.42,87.83,289,53227
sxk6tu,41.2454223632813,28.7347412109375,3371.53,86.34,348,64059
sxk6u1,41.2728881835938,28.6578369140625,345.32,80.43,59,6561
sxk6u2,41.2673950195313,28.6688232421875,459.16,70.47,62,8724
sxk6u3,41.2728881835938,28.6688232421875,457.21,69.44,67,8687
sxk6u4,41.2783813476563,28.6578369140625,106.0,80.89,19,2014
sxk6w5,41.2399291992188,28.7457275390625,978.42,85.9,156,18590
sxk6w7,41.2399291992188,28.7567138671875,1310.21,87.62,201,24894
sxk6wb,41.2234497070313,28.7786865234375,185.37,57.14,43,3522
sxk6we,41.2399291992188,28.7677001953125,1407.95,91.31,176,26751
sxk6wg,41.2399291992188,28.7786865234375,1569.58,91.81,193,29822
sxk6wh,41.2454223632813,28.7457275390625,2609.42,87.46,241,49579
sxk6wk,41.2454223632813,28.7567138671875,2585.63,88.66,280,49127
sxk6ws,41.2454223632813,28.7677001953125,2948.68,90.33,362,56025
sxk6wu,41.2454223632813,28.7786865234375,3131.58,89.64,419,59500
sxk6x0,41.2234497070313,28.7896728515625,242.37,70.77,53,4605
sxk6x1,41.2289428710938,28.7896728515625,250.37,61.19,54,4757
sxk6x3,41.2289428710938,28.8006591796875,195.11,56.33,44,3707
sxk6x4,41.2344360351563,28.7896728515625,447.74,91.01,61,8507
sxk6x5,41.2399291992188,28.7896728515625,4365.37,88.95,501,82942
sxk6x6,41.2344360351563,28.8006591796875,1081.47,82.39,143,20548
sxk6x7,41.2399291992188,28.8006591796875,4371.37,89.12,521,83056
sxk6x9,41.2289428710938,28.8116455078125,1.0,23.0,1,2
sxk6xb,41.2234497070313,28.8226318359375,81.32,31.73,24,1545
sxk6xc,41.2289428710938,28.8226318359375,3269.26,76.3,444,62116
sxk6xd,41.2344360351563,28.8116455078125,4369.79,87.1,509,83026
sxk6xe,41.2399291992188,28.8116455078125,2693.37,69.26,287,51174
sxk6xf,41.2344360351563,28.8226318359375,3563.32,86.67,468,67703
sxk6xg,41.2399291992188,28.8226318359375,1764.37,66.52,238,33523
sxk6xh,41.2454223632813,28.7896728515625,1352.42,87.82,217,25696
sxk6xj,41.2509155273438,28.7896728515625,35.53,64.13,10,604
sxk6xk,41.2454223632813,28.8006591796875,76.53,42.01,16,1301
sxk6xs,41.2454223632813,28.8116455078125,66.74,35.15,21,1268
sxk8vx,40.9542846679688,29.0753173828125,364.84,42.12,55,6932
sxk8vz,40.9542846679688,29.0863037109375,921.16,39.15,127,17502
sxk8wz,40.9103393554688,29.1302490234375,900.16,48.01,155,17103
sxk8xg,40.8883666992188,29.1741943359375,1358.58,46.29,231,25813
sxk8xj,40.8993530273438,29.1412353515625,397.11,58.26,71,7545
sxk8xm,40.8993530273438,29.1522216796875,844.32,59.57,144,16042
sxk8xn,40.9048461914063,29.1412353515625,972.74,58.33,162,18482
sxk8xp,40.9103393554688,29.1412353515625,769.47,48.5,121,14620
sxk8xq,40.9048461914063,29.1522216796875,705.16,54.53,123,13398
sxk8xr,40.9103393554688,29.1522216796875,736.11,31.17,119,13986
sxk8xs,40.8938598632813,29.1632080078125,987.32,45.89,165,18759
sxk8xt,40.8993530273438,29.1632080078125,1506.53,48.46,236,28624
sxk8xu,40.8938598632813,29.1741943359375,1503.32,44.63,243,28563
sxk8xv,40.8993530273438,29.1741943359375,1243.84,31.9,178,23633
sxk8xw,40.9048461914063,29.1632080078125,837.21,31.36,132,15907
sxk8xx,40.9103393554688,29.1632080078125,1263.21,22.34,184,24001
sxk8xy,40.9048461914063,29.1741943359375,1185.95,25.77,199,22533
sxk8xz,40.9103393554688,29.1741943359375,1546.05,24.38,241,29375
sxk8y9,40.9213256835938,29.1192626953125,1.11,42.9,1,10
sxk8yb,40.9158325195313,29.1302490234375,1156.37,45.72,195,21971
sxk8yc,40.9213256835938,29.1302490234375,1441.11,35.51,222,27381
sxk8yd,40.9268188476563,29.1192626953125,969.68,55.03,168,18424
sxk8ye,40.9323120117188,29.1192626953125,1390.95,46.86,195,26428
sxk8yf,40.9268188476563,29.1302490234375,958.26,25.69,137,18207
sxk8yg,40.9323120117188,29.1302490234375,1027.63,27.63,159,19525
sxk8yj,40.9432983398438,29.0972900390625,127.84,60.98,18,2429
sxk8yk,40.9378051757813,29.1082763671875,508.37,63.86,78,9659
sxk8ym,40.9432983398438,29.1082763671875,1315.16,40.58,181,24988
sxk8yn,40.9487915039063,29.0972900390625,1014.79,38.4,141,19281
sxk8yp,40.9542846679688,29.0972900390625,2045.68,24.5,274,38868
sxk8yq,40.9487915039063,29.1082763671875,1029.21,23.67,153,19555
sxk8yr,40.9542846679688,29.1082763671875,1027.11,34.74,167,19515
sxk8ys,40.9378051757813,29.1192626953125,1737.05,36.57,232,33004
sxk8yt,40.9432983398438,29.1192626953125,795.42,24.05,136,15113
sxk8yu,40.9378051757813,29.1302490234375,4812.42,50.27,691,91436
sxk8yv,40.9432983398438,29.1302490234375,7704.68,47.31,1110,146389
sxk8yw,40.9487915039063,29.1192626953125,6010.42,46.39,915,114198
sxk8yx,40.9542846679688,29.1192626953125,5999.0,53.47,907,113981
sxk8yy,40.9487915039063,29.1302490234375,3548.26,50.08,604,67417
sxk8yz,40.9542846679688,29.1302490234375,249.53,24.17,50,4741
sxk8z0,40.9158325195313,29.1412353515625,1117.26,25.97,168,21228
sxk8z1,40.9213256835938,29.1412353515625,838.11,26.61,132,15924
sxk8z2,40.9158325195313,29.1522216796875,1145.47,27.96,159,21764
sxk8z3,40.9213256835938,29.1522216796875,3575.26,43.82,583,67930
sxk8z4,40.9268188476563,29.1412353515625,922.95,27.85,130,17536
sxk8z5,40.9323120117188,29.1412353515625,6186.16,49.24,1020,117537
sxk8z6,40.9268188476563,29.1522216796875,6413.21,47.99,1051,121851
sxk8z7,40.9323120117188,29.1522216796875,1240.79,24.28,250,23575
sxk8z8,40.9158325195313,29.1632080078125,788.53,22.63,108,14982
sxk8z9,40.9213256835938,29.1632080078125,5637.95,55.28,973,107121
sxk8zb,40.9158325195313,29.1741943359375,4818.68,51.65,845,91555
sxk8zc,40.9213256835938,29.1741943359375,4308.05,47.01,685,81853
sxk8zd,40.9268188476563,29.1632080078125,541.47,25.76,94,10288
sxk8ze,40.9323120117188,29.1632080078125,492.95,23.46,83,9366
sxk8zg,40.9323120117188,29.1741943359375,96.89,21.71,20,1841
sxk8zh,40.9378051757813,29.1412353515625,5536.21,46.52,923,105188
sxk8zj,40.9432983398438,29.1412353515625,1681.0,41.37,246,31939
sxk8zk,40.9378051757813,29.1522216796875,834.58,21.35,145,15857
sxk8zm,40.9432983398438,29.1522216796875,1172.79,29.52,181,22283
sxk8zn,40.9487915039063,29.1412353515625,314.63,36.92,56,5978
sxk8zp,40.9542846679688,29.1412353515625,1111.53,42.71,202,21119
sxk8zq,40.9487915039063,29.1522216796875,1131.21,51.37,166,21493
sxk8zr,40.9542846679688,29.1522216796875,74.79,21.24,14,1421
sxk8zs,40.9378051757813,29.1632080078125,230.79,23.11,51,4385
sxk8zt,40.9432983398438,29.1632080078125,408.79,32.75,96,7767
sxk8zu,40.9378051757813,29.1741943359375,3.5,17.49,3,56
sxk8zw,40.9487915039063,29.1632080078125,1117.53,38.57,191,21233
sxk8zx,40.9542846679688,29.1632080078125,977.47,53.28,180,18572
sxk8zy,40.9487915039063,29.1741943359375,293.05,37.42,73,5568
sxk8zz,40.9542846679688,29.1741943359375,304.74,32.2,76,5790
sxk900,40.9597778320313,28.8336181640625,297.95,26.88,42,5661
sxk901,40.9652709960938,28.8336181640625,2579.53,48.99,382,49011
sxk902,40.9597778320313,28.8446044921875,49.89,23.2,11,948
sxk903,40.9652709960938,28.8446044921875,160.32,35.8,24,3046
sxk904,40.9707641601563,28.8336181640625,1313.21,59.1,210,24951
sxk905,40.9762573242188,28.8336181640625,735.16,67.58,126,13968
sxk906,40.9707641601563,28.8446044921875,1890.37,59.28,299,35917
sxk907,40.9762573242188,28.8446044921875,1537.79,63.19,228,29218
sxk90e,40.9762573242188,28.8555908203125,2261.32,51.49,337,42965
sxk90g,40.9762573242188,28.8665771484375,2683.11,44.13,387,50979
sxk90h,40.9817504882813,28.8336181640625,1013.89,62.58,169,19264
sxk90j,40.9872436523438,28.8336181640625,864.32,52.58,137,16422
sxk90k,40.9817504882813,28.8446044921875,782.32,61.89,137,14864
sxk90m,40.9872436523438,28.8446044921875,417.74,29.86,68,7937
sxk90n,40.9927368164063,28.8336181640625,6751.89,42.62,960,128286
sxk90p,40.9982299804688,28.8336181640625,1207.89,15.87,184,22950
sxk90q,40.9927368164063,28.8446044921875,6264.42,45.02,938,119024
sxk90r,40.9982299804688,28.8446044921875,1537.58,17.75,187,29214
sxk90s,40.9817504882813,28.8555908203125,1074.63,36.24,138,20418
sxk90t,40.9872436523438,28.8555908203125,1268.0,37.89,180,24092
sxk90u,40.9817504882813,28.8665771484375,1008.89,27.61,133,19169
sxk90v,40.9872436523438,28.8665771484375,562.47,27.01,74,10687
sxk90w,40.9927368164063,28.8555908203125,6581.47,47.68,939,125048
sxk90x,40.9982299804688,28.8555908203125,1526.32,22.33,229,29000
sxk90y,40.9927368164063,28.8665771484375,3987.42,44.83,565,75761
sxk90z,40.9982299804688,28.8665771484375,5962.63,44.59,870,113290
sxk915,40.9762573242188,28.8775634765625,2685.68,44.12,388,51028
sxk917,40.9762573242188,28.8885498046875,1708.95,45.69,246,32470
sxk91h,40.9817504882813,28.8775634765625,475.26,18.57,61,9030
sxk91j,40.9872436523438,28.8775634765625,536.53,22.39,70,10194
sxk91k,40.9817504882813,28.8885498046875,2858.21,43.34,407,54306
sxk91m,40.9872436523438,28.8885498046875,1366.11,33.41,178,25956
sxk91n,40.9927368164063,28.8775634765625,518.74,20.53,81,9856
sxk91p,40.9982299804688,28.8775634765625,5667.53,51.37,832,107683
sxk91q,40.9927368164063,28.8885498046875,1370.42,34.09,165,26038
sxk91r,40.9982299804688,28.8885498046875,2210.74,35.03,292,42004
sxk91s,40.9817504882813,28.8995361328125,2155.95,55.04,326,40963
sxk91t,40.9872436523438,28.8995361328125,468.42,19.03,60,8900
sxk91u,40.9817504882813,28.9105224609375,1281.89,65.45,217,24356
sxk91v,40.9872436523438,28.9105224609375,2539.63,51.99,370,48253
sxk91w,40.9927368164063,28.8995361328125,1233.21,21.25,137,23431
sxk91x,40.9982299804688,28.8995361328125,1098.37,21.82,132,20869
sxk91y,40.9927368164063,28.9105224609375,877.21,25.38,113,16667
sxk91z,40.9982299804688,28.9105224609375,690.89,18.99,87,13127
sxk920,41.0037231445313,28.8336181640625,1286.95,16.4,199,24452
sxk921,41.0092163085938,28.8336181640625,1196.21,16.92,176,22728
sxk922,41.0037231445313,28.8446044921875,1801.42,21.37,218,34227
sxk923,41.0092163085938,28.8446044921875,1887.63,22.64,240,35865
sxk924,41.0147094726563,28.8336181640625,2083.63,28.41,280,39589
sxk925,41.0202026367188,28.8336181640625,1434.11,20.5,209,27248
sxk926,41.0147094726563,28.8446044921875,3242.11,26.55,424,61600
sxk927,41.0202026367188,28.8446044921875,2119.95,28.75,302,40279
sxk928,41.0037231445313,28.8555908203125,911.11,16.75,128,17311
sxk929,41.0092163085938,28.8555908203125,1057.26,17.17,151,20088
sxk92b,41.0037231445313,28.8665771484375,1600.79,31.47,233,30415
sxk92c,41.0092163085938,28.8665771484375,1227.84,23.15,176,23329
sxk92d,41.0147094726563,28.8555908203125,1719.84,17.46,264,32677
sxk92e,41.0202026367188,28.8555908203125,870.32,17.52,135,16536
sxk92f,41.0147094726563,28.8665771484375,1327.21,16.77,188,25217
sxk92g,41.0202026367188,28.8665771484375,1408.26,21.01,175,26757
sxk92h,41.0256958007813,28.8336181640625,1650.05,20.6,221,31351
sxk92j,41.0311889648438,28.8336181640625,2102.68,22.09,283,39951
sxk92k,41.0256958007813,28.8446044921875,1966.42,26.34,284,37362
sxk92m,41.0311889648438,28.8446044921875,2648.63,23.13,391,50324
sxk92n,41.0366821289063,28.8336181640625,1628.95,23.63,216,30950
sxk92p,41.0421752929688,28.8336181640625,1972.47,26.61,245,37477
sxk92q,41.0366821289063,28.8446044921875,1988.63,25.15,264,37784
sxk92r,41.0421752929688,28.8446044921875,2398.79,24.57,327,45577
sxk92s,41.0256958007813,28.8555908203125,1024.11,19.21,165,19458
sxk92t,41.0311889648438,28.8555908203125,2050.58,18.38,313,38961
sxk92u,41.0256958007813,28.8665771484375,1345.79,23.57,188,25570
sxk92v,41.0311889648438,28.8665771484375,1433.26,20.11,197,27232
sxk92w,41.0366821289063,28.8555908203125,1640.42,19.45,240,31168
sxk92x,41.0421752929688,28.8555908203125,1728.68,20.08,264,32845
sxk92y,41.0366821289063,28.8665771484375,1389.16,19.45,202,26394
sxk92z,41.0421752929688,28.8665771484375,1378.47,18.12,188,26191
sxk930,41.0037231445313,28.8775634765625,1545.89,33.1,200,29372
sxk931,41.0092163085938,28.8775634765625,2328.84,28.13,308,44248
sxk932,41.0037231445313,28.8885498046875,6460.63,48.67,909,122752
sxk933,41.0092163085938,28.8885498046875,819.63,24.02,135,15573
sxk934,41.0147094726563,28.8775634765625,2425.16,27.9,295,46078
sxk935,41.0202026367188,28.8775634765625,1752.89,24.41,242,33305
sxk936,41.0147094726563,28.8885498046875,1542.32,28.8,246,29304
sxk937,41.0202026367188,28.8885498046875,2056.16,36.9,303,39067
sxk938,41.0037231445313,28.8995361328125,2896.84,34.66,415,55040
sxk939,41.0092163085938,28.8995361328125,5873.21,49.51,827,111591
sxk93b,41.0037231445313,28.9105224609375,732.26,19.63,116,13913
sxk93c,41.0092163085938,28.9105224609375,1254.89,25.97,167,23843
sxk93d,41.0147094726563,28.8995361328125,2751.16,40.51,360,52272
sxk93e,41.0202026367188,28.8995361328125,2689.63,37.79,368,51103
sxk93f,41.0147094726563,28.9105224609375,4998.58,51.75,747,94973
sxk93g,41.0202026367188,28.9105224609375,4188.63,45.96,618,79584
sxk93h,41.0256958007813,28.8775634765625,1363.89,23.09,187,25914
sxk93j,41.0311889648438,28.8775634765625,1031.84,23.25,144,19605
sxk93k,41.0256958007813,28.8885498046875,444.37,36.79,74,8443
sxk93m,41.0311889648438,28.8885498046875,859.63,24.47,112,16333
sxk93n,41.0366821289063,28.8775634765625,1350.37,19.45,213,25657
sxk93p,41.0421752929688,28.8775634765625,908.0,15.79,137,17252
sxk93q,41.0366821289063,28.8885498046875,2964.79,42.86,371,56331
sxk93r,41.0421752929688,28.8885498046875,4901.74,57.25,637,93133
sxk93s,41.0256958007813,28.8995361328125,2101.11,46.07,296,39921
sxk93t,41.0311889648438,28.8995361328125,2457.95,37.97,332,46701
sxk93u,41.0256958007813,28.9105224609375,672.05,24.16,133,12769
sxk93v,41.0311889648438,28.9105224609375,1070.63,23.95,190,20342
sxk93w,41.0366821289063,28.8995361328125,2379.37,29.4,302,45208
sxk93x,41.0421752929688,28.8995361328125,4653.68,59.56,544,88420
sxk93y,41.0366821289063,28.9105224609375,2785.16,37.22,356,52918
sxk93z,41.0421752929688,28.9105224609375,4919.21,54.83,601,93465
sxk94j,40.9872436523438,28.9215087890625,1772.32,66.3,275,33674
sxk94n,40.9927368164063,28.9215087890625,1779.58,42.9,268,33812
sxk94p,40.9982299804688,28.9215087890625,1093.68,32.4,142,20780
sxk94q,40.9927368164063,28.9324951171875,1524.63,68.3,246,28968
sxk94r,40.9982299804688,28.9324951171875,2130.16,54.98,349,40473
sxk94x,40.9982299804688,28.9434814453125,241.05,36.98,48,4580
sxk960,41.0037231445313,28.9215087890625,1051.89,33.56,134,19986
sxk961,41.0092163085938,28.9215087890625,981.53,41.34,136,18649
sxk962,41.0037231445313,28.9324951171875,1471.63,30.93,242,27961
sxk963,41.0092163085938,28.9324951171875,668.63,20.48,83,12704
sxk964,41.0147094726563,28.9215087890625,971.11,34.15,131,18451
sxk965,41.0202026367188,28.9215087890625,5043.16,52.88,749,95820
sxk966,41.0147094726563,28.9324951171875,1118.89,27.6,138,21259
sxk967,41.0202026367188,28.9324951171875,2523.42,35.48,311,47945
sxk968,41.0037231445313,28.9434814453125,2637.26,52.26,409,50108
sxk969,41.0092163085938,28.9434814453125,1441.63,25.56,152,27391
sxk96b,41.0037231445313,28.9544677734375,3067.95,46.75,436,58291
sxk96c,41.0092163085938,28.9544677734375,2613.32,27.26,327,49653
sxk96d,41.0147094726563,28.9434814453125,2254.32,30.23,254,42832
sxk96e,41.0202026367188,28.9434814453125,1596.89,25.89,198,30341
sxk96f,41.0147094726563,28.9544677734375,2137.32,29.68,278,40609
sxk96g,41.0202026367188,28.9544677734375,1613.0,36.99,202,30647
sxk96h,41.0256958007813,28.9215087890625,5717.53,56.78,743,108633
sxk96j,41.0311889648438,28.9215087890625,6465.63,56.04,712,122847
sxk96k,41.0256958007813,28.9324951171875,3132.37,49.55,400,59515
sxk96m,41.0311889648438,28.9324951171875,4170.32,46.36,540,79236
sxk96n,41.0366821289063,28.9215087890625,5197.11,52.17,625,98745
sxk96p,41.0421752929688,28.9215087890625,1220.58,27.52,162,23191
sxk96q,41.0366821289063,28.9324951171875,6225.89,50.02,973,118292
sxk96r,41.0421752929688,28.9324951171875,1711.11,33.0,220,32511
sxk96s,41.0256958007813,28.9434814453125,828.84,25.79,96,15748
sxk96t,41.0311889648438,28.9434814453125,634.16,24.39,77,12049
sxk96u,41.0256958007813,28.9544677734375,1030.84,29.01,138,19586
sxk96v,41.0311889648438,28.9544677734375,882.26,37.88,118,16763
sxk96w,41.0366821289063,28.9434814453125,2373.47,36.64,315,45096
sxk96x,41.0421752929688,28.9434814453125,6111.68,49.36,875,116122
sxk96y,41.0366821289063,28.9544677734375,445.05,24.06,56,8456
sxk96z,41.0421752929688,28.9544677734375,673.47,21.98,83,12796
sxk970,41.0037231445313,28.9654541015625,2248.21,46.51,310,42716
sxk971,41.0092163085938,28.9654541015625,286.26,18.54,51,5439
sxk972,41.0037231445313,28.9764404296875,994.05,30.76,146,18887
sxk973,41.0092163085938,28.9764404296875,295.89,13.07,57,5622
sxk974,41.0147094726563,28.9654541015625,202.32,14.28,35,3844
sxk975,41.0202026367188,28.9654541015625,1972.74,32.02,299,37482
sxk976,41.0147094726563,28.9764404296875,1110.32,26.55,199,21096
sxk977,41.0202026367188,28.9764404296875,1165.89,30.73,174,22152
sxk978,41.0037231445313,28.9874267578125,452.79,38.93,72,8603
sxk979,41.0092163085938,28.9874267578125,459.53,59.12,86,8731
sxk97b,41.0037231445313,28.9984130859375,1.0,48.5,1,2
sxk97d,41.0147094726563,28.9874267578125,583.26,46.99,98,11082
sxk97h,41.0256958007813,28.9654541015625,2411.95,38.09,300,45827
sxk97j,41.0311889648438,28.9654541015625,1448.58,27.7,171,27523
sxk97k,41.0256958007813,28.9764404296875,1706.74,22.63,216,32428
sxk97m,41.0311889648438,28.9764404296875,1546.89,27.27,204,29391
sxk97n,41.0366821289063,28.9654541015625,2632.21,32.85,307,50012
sxk97p,41.0421752929688,28.9654541015625,2871.11,39.96,313,54551
sxk97q,41.0366821289063,28.9764404296875,2383.37,26.78,288,45284
sxk97r,41.0421752929688,28.9764404296875,1396.05,26.53,153,26525
